Campaign name,Ad Group Name,Date,Ad Name,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
K | ABO | 23-09-2023 | scale up,Ad group3,2023-12-22,zymuno palsu di mana mana,14763,2952,21000,703,5,0.71,1,14763,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-11-22,Beli di apotik.mov_2023-11-22 09:25:58,14740,2948,11251,1310,5,0.38,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 18-03-2024 | Ramadhan,2024-03-18,LP 16 MARET MUNGKIN AKU DI RS .mov,14726,7363,8463,1740,2,0.11,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-02,2X sehari.mov_2023-11-03 10:06:02,14691,7345,10367,1417,2,0.14,0,0,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-01-25,Hidup berantakan .mov_2024-01-20 10:30:19,14685,7342,12825,1145,2,0.17,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-11-08,ZYMUNO_KALOG.mov_2023-10-25 13:52:36,14664,4888,11501,1275,3,0.24,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-08-22,zym nanda2.mov_2023-08-22 15:47:24,14652,2093,24918,588,7,1.19,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-13,BARU KETAHUAN.mov_2023-11-03 10:06:02,14632,4877,9940,1472,3,0.20,1,14632,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-05,2023-12-01 09:55:32,14586,2917,32777,445,5,1.12,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 18-03-2024 | Ramadhan,2024-03-21,LP_16 MAR_ BERBUKA DENGAN YANG MANIS.mov,14563,0,16855,864,0,0.00,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-30,zym nanda21.mov_2023-09-09 09:07:58,14550,2425,10253,1419,6,0.42,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-13,zym nanda21.mov_2023-09-09 09:07:58,14480,7240,28503,508,2,0.39,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-09,komen2,14445,7222,17615,820,2,0.24,0,0,IDR
"Konversi 09 Sept 23,1",ad group2,2023-09-09,zym ads 41.mp4_2023-09-09 09:23:38,14414,14414,14530,992,1,0.10,0,0,IDR
K | ABO | 30-02-2024 | scale out,Ad group 20240330010642,2024-04-02,LP_23 MAR_ 30% DISKON THR.mov_2024-03-30 13:08:12,14404,0,18256,789,0,0.00,0,0,IDR
K | ABO | 18-12-2023 | scale up,ad group urgent,2023-12-20,2023-12-18 10:32:31,14385,0,12347,1165,0,0.00,0,0,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-05,MASUK RS KARENA.mov_2023-12-01 09:43:57,14371,2395,8179,1757,6,0.34,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-04,zym ads 41.mp4_002,14362,2393,9313,1542,6,0.39,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-02-28,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,14339,2389,14454,992,6,0.60,1,14339,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115105118,2024-01-23,Nitan kecilin benjolan.mov_2024-01-15 10:51:41,14335,7167,8578,1671,2,0.12,1,14335,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-03-02,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,14283,2380,9022,1583,6,0.38,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-30,komen2,14266,1426,6816,2093,10,0.48,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-11-24,ZYMUNO_KALOG.mov_2023-10-25 13:52:36,14197,3549,10111,1404,4,0.28,0,0,IDR
K | ABO | 28-02-2024 | scale out,Ad group 20240328120433,2024-03-30,zyvid-473'.mp4_2024-03-28 12:05:14,14194,675,11337,1252,21,1.68,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-03-04,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,14191,2365,11191,1268,6,0.47,0,0,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-11-24,Beli di apotik.mov_2023-11-22 09:25:58,14172,7086,33424,424,2,0.47,0,0,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-03-02,Hidup berantakan .mov_2024-01-20 10:30:19,14150,2830,11011,1285,5,0.39,0,0,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-11-08,BENJOLAN GANGGU,14148,14148,16169,875,1,0.11,0,0,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-08,BEGINILAH KONDISI.mov_2023-12-01 09:43:57,14128,4709,10171,1389,3,0.22,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-02,komen2,14116,2352,17320,815,6,0.74,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2024-01-27,2X sehari.mov_2023-11-03 10:06:02,14077,3519,10019,1405,4,0.28,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-03,zym ads 41.mp4_002,14059,1562,5754,2443,9,0.37,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2024-02-09,zym nanda2.mov_2023-08-22 15:47:24,14043,2340,14567,964,6,0.62,0,0,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-12-10,BARU KETAHUAN.mov_2023-11-14 14:14:32,13961,2792,8197,1703,5,0.29,0,0,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-05,2023-12-01 09:55:32,13928,13928,26836,519,1,0.19,1,13928,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-12-05,Beli di apotik.mov_2023-11-22 09:25:58,13909,2318,12702,1095,6,0.55,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-11-28,2X sehari.mov_2023-11-03 10:06:02,13890,1984,13446,1033,7,0.68,1,13890,IDR
Konversi 01 Juni 23,Ad group 20230701085904,2023-07-03,zym ads 5.mp4_2023-07-01 09:01:44,13842,2768,16537,837,5,0.60,0,0,IDR
K | ABO | 06-03-2024 | tasting,Ad group 20240305023637,2024-03-05,LP_5 MAR_2SDM SAHUR DAN BERBUKA.mov_2024-03-05 14:37:07,13771,2754,6523,2111,5,0.24,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-02-17,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,13767,13767,10167,1354,1,0.07,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-15,zym nanda21.mov_2023-09-09 09:07:58,13752,4584,8324,1652,3,0.18,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-02,zym nanda21.mov_2023-09-09 09:07:58,13733,2288,18408,746,6,0.80,0,0,IDR
Konversi 19 juni 23,Ad group 20230619111714,2023-06-22,program benjolan.mp4_2023-06-19 23:18:16,13702,1957,15988,857,7,0.82,0,0,IDR
IP Konversi 12 oct 23,IP AD GROUP,2023-10-13,Info menarik.mov_2023-10-12 15:01:19,13699,6849,232186,59,2,3.39,0,0,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-12-11,BARU KETAHUAN.mov_2023-11-14 14:14:32,13692,2282,5338,2565,6,0.23,0,0,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-11-16,Sesungguhnya allah .mov_2023-11-14 14:14:32,13670,6835,7263,1882,2,0.11,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-14,zym nanda21.mov_2023-09-09 09:07:58,13657,4552,16634,821,3,0.37,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-11-21,ZYMUNO_KALOG.mov_2023-10-25 13:52:36,13656,2276,10933,1249,6,0.48,0,0,IDR
Konvers 25 Agst 23,Ad group px2,2023-08-27,fk komen amel.mp4_2023-08-25 09:08:57,13622,1946,13731,992,7,0.71,0,0,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-11-22,Beli di apotik.mov_2023-11-22 09:25:58,13596,6798,13123,1036,2,0.19,0,0,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-02-11,Hidup berantakan .mov_2024-01-20 10:30:19,13566,4522,16543,820,3,0.37,0,0,IDR
K | ABO | 26-02-2024 | scale out,Ad group 20240226114653,2024-03-01,alf test alg.mp4_2024-02-26 11:50:07,13558,2711,9760,1389,5,0.36,0,0,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-02,Sampai kapan .mov_2023-10-30 11:24:49,13551,3387,11671,1161,4,0.34,0,0,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-10-18,zym ads 41.mp4_2023-08-01 08:50:56,13548,1505,10148,1335,9,0.67,0,0,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-16,LP SATU BOTOL GAK SEMBUH VR2.mov_2024-02-16 13:12:58,13543,1934,7013,1931,7,0.36,0,0,IDR
K | ABO | 15-12-2023 | testing,Ad group 20231215024421,2023-12-19,K3MPIS TNP OP.mov_2023-12-15 14:44:49,13540,2708,13432,1008,5,0.50,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-01-12,zym nanda21.mov_2023-09-09 09:07:58,13533,2255,6817,1985,6,0.30,0,0,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-11-23,Beli di apotik.mov_2023-11-22 09:25:58,13520,6760,18344,737,2,0.27,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-04-01,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,13490,3372,11843,1139,4,0.35,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-02-29,zym nanda21.mov_2023-09-09 09:07:58,13481,13481,11187,1205,1,0.08,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-07,zym ads 41.mp4_002,13480,1925,7943,1697,7,0.41,1,13480,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-01,zym nanda21.mov_2023-09-09 09:07:58,13473,3368,12556,1073,4,0.37,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-04-02,JANGAN BELI DISINI.mov_2023-12-30 10:28:50,13467,1035,9056,1487,13,0.87,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2024-01-05,zymuno palsu di mana mana,13442,6721,29738,452,2,0.44,0,0,IDR
K | ABO | 24-11-2023 | testing,Ad group 20231124030413,2023-11-26,Benjolan hilang permanen.mov_2023-11-24 14:59:20,13376,4458,11531,1160,3,0.26,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-31,zym nanda21.mov_2023-09-09 09:07:58,13327,1110,9438,1412,12,0.85,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-12,zym ads 41.mp4_002,13311,4437,12279,1084,3,0.28,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220023708,2023-12-25,BUAT KANKER YA_.mov_2023-12-20 14:34:54,13310,3327,8027,1658,4,0.24,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-09-26,zym ads 41.mp4_002,13289,1898,7117,1867,7,0.37,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-24,zym ads 75.mp4_2023-08-22 15:47:24,13287,0,22219,598,0,0.00,0,0,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-16,Copy 1 of zym nanda16.mov_2023-10-23 08:59:01,13284,830,12065,1101,16,1.45,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-16,zym ads 75.mp4_2023-08-22 15:47:24,13242,4414,19247,688,3,0.44,1,13242,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-14,2X sehari.mov_2023-11-03 10:06:02,13241,3310,19329,685,4,0.58,0,0,IDR
K | ABO | 23-10-2023 |scale up,Ad group6,2023-10-26,zym ads 79.mp4_2023-08-21 10:11:47,13220,4406,11081,1193,3,0.25,0,0,IDR
K | ABO | 26-12-2023 | scale up,Ad group 20231226110456,2023-12-30,Payday sale.mov_001,13218,4406,16158,818,3,0.37,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2024-01-08,zymuno palsu di mana mana,13181,2196,28407,464,6,1.29,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125111515,2024-01-26,Remake vr 1 hati2 abaikan.mov_2024-01-25 11:16:20,13177,1647,13445,980,8,0.82,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-11-29,2X sehari.mov_2023-11-03 10:06:02,13175,4391,17427,756,3,0.40,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-02-11,zym nanda21.mov_2023-09-09 09:07:58,13170,6585,10965,1201,2,0.17,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 10-03-2024 | Ramadhan,2024-03-13,LP_5 MAR_2SDM SAHUR DAN BERBUKA.mov_2024-03-08 13:59:54,13164,2194,4906,2683,6,0.22,0,0,IDR
konversi 14 Sept 23,Ad group6,2023-09-17,Amel 3.mov_2023-09-13 11:39:16,13163,940,10762,1223,14,1.14,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-11-12,HIDUP LAGI CAPEK.mov_2023-10-25 13:52:36,13160,4386,9954,1322,3,0.23,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-11-10,2X sehari.mov_2023-11-03 10:06:02,13155,0,11798,1115,0,0.00,0,0,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-02-10,Hidup berantakan .mov_2024-01-20 10:30:19,13145,13145,16228,810,1,0.12,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220022806,2023-12-22,ZYMUNO ALF TEST.mov_001,13078,3269,8340,1568,4,0.26,0,0,IDR
Konvers 30 agst 23,Ad group px1,2023-08-31,ibu lagi.mp4_2023-08-29 19:22:38,13078,1307,12337,1060,10,0.94,0,0,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-11,LP TAMBAH 2 BOTOL.mov_2024-01-15 10:48:22,13074,4358,17112,764,3,0.39,1,13074,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-31,zym nanda21.mov_2023-09-09 09:07:58,13060,1865,12414,1052,7,0.67,1,13060,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-12-14,zym nanda21.mov_2023-09-09 09:07:58,13060,4353,13575,962,3,0.31,1,13060,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-12-01,AWAL BINGUNG.mov_2023-11-22 09:25:58,13012,6506,10683,1218,2,0.16,0,0,IDR
Konversi 01 Juni 23,Ad group 20230701085904,2023-07-02,zym ads 5.mp4_2023-07-01 09:01:44,12951,1850,9237,1402,7,0.50,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-05,2X sehari.mov_2023-11-03 10:06:02,12912,2152,15960,809,6,0.74,1,12912,IDR
Konversi 11 Oct 23,Ad group5,2023-10-11,TESTIMONI.mov_2023-10-11 11:55:05,12909,12909,20201,639,1,0.16,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-02-14,warisan alung.mp4_2023-12-30 10:28:50,12878,2575,11601,1110,5,0.45,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-02-18,zym nanda21.mov_2023-09-09 09:07:58,12873,3218,10323,1247,4,0.32,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-20,BARU KETAHUAN.mov_2023-11-03 10:06:02,12865,3216,18457,697,4,0.57,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-02-18,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,12865,2573,10300,1249,5,0.40,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-26,zym nanda21.mov_2023-09-09 09:07:58,12860,12860,11270,1141,1,0.09,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 20-03-2024 | Ramadhan,2024-03-20,"LP 15 MARET LAGI FOKUS IBADAH, KETIPU ZYMUNO.mov",12857,6428,16697,770,2,0.26,0,0,IDR
Konversi 19 Oct 23,Ad group7,2023-10-20,HAH_PUNYA BENJOLAN.mov_2023-10-19 09:10:54,12844,2568,17963,715,5,0.70,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220023708,2023-12-24,BUAT KANKER YA_.mov_2023-12-20 14:34:54,12821,2564,9092,1410,5,0.35,0,0,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-11-24,Beli di apotik.mov_2023-11-22 09:25:58,12753,4251,22025,579,3,0.52,0,0,IDR
K | ABO | 06-02-2024 | testing,ID/18-44/Hotel & Accommodation/Balanced,2024-02-10,LP JANGAN SCROLL.mov_2024-02-06 09:18:29,12747,6373,7368,1730,2,0.12,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-20,zym ads 41.mp4_004,12714,2542,13271,958,5,0.52,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-26,zym nanda21.mov_2023-09-09 09:07:58,12692,2115,7937,1599,6,0.38,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-06,zym ads 41.mp4_002,12686,2114,11256,1127,6,0.53,0,0,IDR
K | ABO | 06-03-2024 | tasting,Ad group 20240305023637,2024-03-05,Lp_5 MAR_ HANYA 140 RB SOLUSI BENJOLAN.mov_2024-03-05 14:37:07,12682,2536,7747,1637,5,0.31,0,0,IDR
K | ABO | 06-02-2024 | testing,ID/18-44/Hotel & Accommodation/Balanced,2024-02-06,LP JANGAN SCROLL.mov_2024-02-06 09:18:29,12673,3168,8160,1553,4,0.26,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220023708,2023-12-27,BUAT KANKER YA_.mov_2023-12-20 14:34:54,12671,4223,7162,1769,3,0.17,0,0,IDR
K | ABO | 23-12-2023 | testing,Ad group 20231223090151,2023-12-26,MURAH PALSU.mov_2023-12-23 08:53:49,12660,3165,6869,1843,4,0.22,0,0,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-08-01,zym ads 44.mp4_2023-08-01 08:50:56,12638,6319,27178,465,2,0.43,0,0,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-11-28,AWAL BINGUNG.mov_2023-11-22 09:25:58,12617,4205,16557,762,3,0.39,1,12617,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-08-31,zym ads 56.mp4_2023-08-01 08:50:56,12593,12593,28490,442,1,0.23,0,0,IDR
Konversi 03 Sept 23,Ad group px1,2023-09-04,vt gacor.mp4_2023-09-03 08:36:42,12591,6295,9953,1265,2,0.16,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-09-30,zym ads 41.mp4_002,12563,2093,8748,1436,6,0.42,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-11,komen2,12506,1563,12632,990,8,0.81,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-05,zym ads 41.mp4_002,12502,3125,17460,716,4,0.56,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-02-09,zym nanda21.mov_2023-09-09 09:07:58,12498,2083,8589,1455,6,0.41,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2024-01-06,zymuno palsu di mana mana,12498,12498,28212,443,1,0.23,0,0,IDR
Konv 31 juli 23,Ad group 20230731085901,2023-08-03,zym ads 49.mp4_2023-07-31 08:59:43,12489,6244,9857,1267,2,0.16,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220023708,2023-12-29,BUAT KANKER YA_.mov_2023-12-20 14:34:54,12451,2490,12614,987,5,0.51,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-02,zym nanda21.mov_2023-09-09 09:07:58,12448,1778,8088,1539,7,0.45,1,12448,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-11,2023-12-01 09:55:32,12441,2488,16654,747,5,0.67,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-16,zym nanda21.mov_2023-09-09 09:07:58,12440,4146,7848,1585,3,0.19,0,0,IDR
K | ABO | 02-01-2023 | testing,Ad group 20240102022832,2024-01-12,Remake zymuno asli.mov_2024-01-02 14:31:43,12434,0,10242,1214,0,0.00,0,0,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2023-12-30,2 KALI SEHARI.mov_2023-12-30 11:13:54,12416,2069,7231,1717,6,0.35,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-12,zym nanda21.mov_2023-09-09 09:07:58,12406,6203,9278,1337,2,0.15,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-27,zym nanda21.mov_2023-09-09 09:07:58,12397,4132,9492,1306,3,0.23,0,0,IDR
Konversi 02 Oct 23,Ad group5,2023-10-02,ZYMUNO_KALOG.mov,12324,2464,40274,306,5,1.63,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2023-12-31,warisan alung.mp4_2023-12-30 10:28:50,12315,684,3103,3968,18,0.45,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-03-30,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,12295,6147,14115,871,2,0.23,0,0,IDR
K | ABO | 30-02-2024 | scale out,Ad group 20240330010642,2024-04-02,LP_26 MAR_LEBARAN BEBAS BENJOLAN.mov_2024-03-30 13:08:12,12293,3073,10975,1120,4,0.36,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-09-12,zym nanda21.mov_2023-09-09 09:07:58,12288,12288,18231,674,1,0.15,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-09-10,zym nanda20.mov_2023-09-09 09:07:58,12227,2037,13133,931,6,0.64,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-02-10,zym nanda21.mov_2023-09-09 09:07:58,12210,2035,8841,1381,6,0.43,0,0,IDR
K | ABO | 15-01-2024 |scale out,Ad group 20240115104123,2024-01-17,RB BENDJoLAN TIrOiD.mov_2024-01-15 10:41:46,12197,580,2521,4838,21,0.43,0,0,IDR
K | ABO | 15-12-2023 | testing,Ad group 20231215024421,2023-12-15,K3MPIS TNP OP.mov_2023-12-15 14:44:49,12181,0,13610,895,0,0.00,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-11-07,HIDUP LAGI CAPEK.mov_2023-10-25 13:52:36,12181,3045,10601,1149,4,0.35,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-26,zym ads 75.mp4_2023-08-22 15:47:24,12165,4055,17428,698,3,0.43,0,0,IDR
konversi 04 Juli 23,Ad group 20230703114647,2023-07-04,Zymuno brif 4.mov_2023-07-03 23:50:01,12160,12160,14956,813,1,0.12,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-11-25,ZYMUNO_KALOG.mov_2023-10-25 13:52:36,12158,0,11907,1021,0,0.00,0,0,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-19,ZYMUNO_DODO_12_2_DIABAIKAN.mov_2024-02-16 13:12:58,12105,2421,6442,1879,5,0.27,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-20,komen2,12079,3019,12401,974,4,0.41,0,0,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-10-20,zym ads 41.mp4_2023-08-01 08:50:56,12064,4021,9612,1255,3,0.24,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 18-03-2024 | Ramadhan,2024-03-18,LP_15 Mar_MURAH ASLI RAMADHAN.mov,12025,6012,8468,1420,2,0.14,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-22,zym nanda21.mov_2023-09-09 09:07:58,11992,5996,11388,1053,2,0.19,0,0,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-11-10,BENJOLAN GANGGU,11867,11867,11726,1012,1,0.10,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-11-01,ZYMUNO_KALOG.mov_2023-10-25 13:52:36,11818,1969,21844,541,6,1.11,0,0,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-07,Sampai kapan .mov_2023-10-30 11:24:49,11784,11784,21080,559,1,0.18,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-09-28,zym ads 41.mp4_002,11778,1682,8763,1344,7,0.52,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-21,zym ads 41.mp4_004,11770,5885,32877,358,2,0.56,0,0,IDR
Konversi 19 juni 23,Ad group 20230619111714,2023-06-21,program benjolan.mp4_2023-06-19 23:18:16,11750,5875,9310,1262,2,0.16,0,0,IDR
Konversi 22 Sept 23,Ad group px2,2023-09-19,zym ads 80.mp4_2023-08-21 10:11:47,11738,1676,15671,749,7,0.93,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-11-24,zym nanda21.mov_2023-09-09 09:07:58,11737,11737,13041,900,1,0.11,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-03-17,zym nanda21.mov_2023-09-09 09:07:58,11691,1461,7034,1662,8,0.48,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-21,zym ads 75.mp4_2023-08-22 15:47:24,11676,3892,18358,636,3,0.47,0,0,IDR
K | ABO | 23-12-2023 | testing,Ad group 20231223084728,2023-12-23,BEGADANG KANKER.mov_2023-12-23 08:48:12,11675,2335,9036,1292,5,0.39,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2024-01-07,zymuno palsu di mana mana,11670,2917,21103,553,4,0.72,0,0,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-12-09,Sampai kapan .mov_2023-10-30 11:24:49,11652,5826,19883,586,2,0.34,0,0,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-10-13,zym ads 56.mp4_2023-08-01 08:50:56,11652,3884,14279,816,3,0.37,1,11652,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-09-30,zym ads 56.mp4_2023-08-01 08:50:56,11618,3872,11356,1023,3,0.29,0,0,IDR
