Campaign name,Ad Group Name,Date,Ad Name,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-10,zym nanda20.mov_2023-09-09 09:07:58,298255,2686,20992,14208,111,0.78,9,33139,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-20,Lp_ asli gak ya vr2.mov_2024-02-16 13:12:58,298128,3042,10289,28975,98,0.34,2,149064,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-23,zym ads 76.mp4_2023-08-22 15:47:24,298053,5419,23800,12523,55,0.44,5,59610,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-21,zym ads 76.mp4_2023-08-22 15:47:24,298045,3870,22320,13353,77,0.58,5,59609,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-01-10,zym nanda20.mov_2023-09-09 09:07:58,297776,3272,16014,18594,91,0.49,4,74444,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-12-13,zym nanda2.mov_2023-08-22 15:47:24,297343,3861,25092,11850,77,0.65,2,148671,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-17,zym nanda16.mov_2023-10-23 08:59:01,296904,3125,10579,28064,95,0.34,3,98968,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-01-24,REMAKE BENDJOLAN LEHER VR 1.mov_2024-01-15 10:48:22,296769,1843,7898,37575,161,0.43,7,42395,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-02-24,LP JANGAN BELI DISINI VR1.mov_2024-02-16 11:35:56,296752,1914,7573,39183,155,0.40,5,59350,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-11-21,KAMU UDAH.mov,296709,4179,12524,23690,71,0.30,2,148354,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-19,zym nanda16.mov_2023-10-23 08:59:01,296604,3409,17476,16972,87,0.51,6,49434,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-11-08,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,296575,3802,24845,11937,78,0.65,9,32952,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-12-14,zym nanda2.mov_2023-08-22 15:47:24,296544,3901,21372,13875,76,0.55,5,59308,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-11-23,Bentuk paket.mov_2023-11-22 09:25:58,296543,4782,15695,18893,62,0.33,1,296543,IDR
K | ABO | 20-02-2024 | scale out,ID/18-44/Games (by type)/Balanced,2024-02-24,JANGAN BELI DISINI.mov_2024-02-20 15:23:35,296398,2132,5793,51159,139,0.27,2,148199,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-01-05,JANGAN BELI DISINI.mov_2023-12-30 10:28:50,296273,1424,5932,49941,208,0.42,7,42324,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-20,zym nanda16.mov_2023-10-23 08:59:01,295816,3049,21658,13658,97,0.71,4,73954,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-30,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,295682,3696,20678,14299,80,0.56,3,98560,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-11-22,zym nanda16.mov_2023-10-23 08:59:01,295626,2052,7562,39090,144,0.37,4,73906,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-01-12,JANGAN BELI DISINI.mov_2023-12-30 10:28:50,295613,1615,6340,46621,183,0.39,2,147806,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-12-23,zym nanda20.mov_2023-09-09 09:07:58,294948,3390,26261,11231,87,0.77,7,42135,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-15,zym nanda16.mov_2023-10-23 08:59:01,294736,3311,13588,21690,89,0.41,3,98245,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-11-07,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,294666,7754,33730,8736,38,0.43,1,294666,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-02-08,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,294490,2629,15197,19378,112,0.58,5,58898,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-11,zym pydr.mp4_2023-10-23 08:59:01,294138,1478,8224,35764,199,0.56,2,147069,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-30,zym nanda16.mov_2023-10-23 08:59:01,293628,3967,25970,11306,74,0.65,5,58725,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115105118,2024-01-24,RB BENDJoLAN TIrOiD revisi.mov_2024-01-15 10:51:41,293229,3054,8807,33294,96,0.29,0,0,IDR
K | ABO | 06-03-2024 | tasting,Ad group 20240305023637,2024-03-11,Lp_5 MAR_ HANYA 140 RB SOLUSI BENJOLAN.mov_2024-03-05 14:37:07,293033,3292,12802,22889,89,0.39,1,293033,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-08,Kenapa ganti kemasan _.mov_2023-12-01 09:43:57,292804,3018,12004,24392,97,0.40,6,48800,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-03-23,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,292778,3289,11343,25810,89,0.34,5,58555,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-03-29,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,292757,5322,13716,21344,55,0.26,2,146378,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2024-03-15,zym ads 76.mp4_2023-08-22 15:47:24,292653,2322,9922,29493,126,0.43,6,48775,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-12-08,zym nanda2.mov_2023-08-22 15:47:24,292475,2895,21623,13526,101,0.75,6,48745,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-20,zym nanda20.mov_2023-09-09 09:07:58,291877,3009,19461,14998,97,0.65,8,36484,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-02-10,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,290916,2744,12536,23206,106,0.46,6,48486,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-02-23,LP JANGAN BELI DISINI VR1.mov_2024-02-16 11:35:56,290892,1952,8441,34458,149,0.43,5,58178,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-02-23,zym nanda20.mov_2023-09-09 09:07:58,290657,2253,11484,25308,129,0.51,5,58131,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-09,DENGAB 2x SEHARI.mov_2024-01-15 10:48:22,290328,2846,12753,22764,102,0.45,3,96776,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-11-20,KAMU UDAH.mov,289926,4026,14364,20183,72,0.36,3,96642,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-02-20,LP JANGAN BELI DISINI VR1.mov_2024-02-16 11:35:56,289742,1957,8027,36095,148,0.41,9,32193,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-03-25,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,289360,2371,8259,35035,122,0.35,1,289360,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-25,Lp_ asli gak ya vr2.mov_2024-02-16 13:12:58,289334,2729,9900,29225,106,0.36,3,96444,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-02,zym nanda16.mov_2023-10-23 08:59:01,289132,2652,17765,16275,109,0.67,5,57826,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-14,zym nanda16.mov_2023-10-23 08:59:01,288157,2442,11495,25066,118,0.47,3,96052,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-02,DENGAB 2x SEHARI.mov_2024-01-15 10:48:22,288090,3946,20198,14263,73,0.51,4,72022,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2024-01-03,HATI-HATI ABAIKAN REMAKE.mov_2023-12-30 11:13:54,287702,1722,5741,50111,167,0.33,4,71925,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-11-09,zym nanda16.mov_2023-10-23 08:59:01,286350,2386,9547,29992,120,0.40,3,95450,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-31,zym nanda16.mov_2023-10-23 08:59:01,286120,3866,21888,13072,74,0.57,5,57224,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-01-29,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,286050,2832,16715,17113,101,0.59,5,57210,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-01-18,REMAKE BENDJOLAN LEHER VR 1.mov_2024-01-15 10:48:22,285464,568,4245,67235,502,0.75,2,142732,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2024-01-04,2 KALI SEHARI.mov_2023-12-30 11:13:54,285422,2418,8298,34393,118,0.34,5,57084,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-05,zym nanda20.mov_2023-09-09 09:07:58,284891,1363,19129,14893,209,1.40,13,21914,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-05,DENGAB 2x SEHARI.mov_2024-01-15 10:48:22,284469,4588,19343,14706,62,0.42,3,94823,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-06,DENGAB 2x SEHARI.mov_2024-01-15 10:48:22,284168,4118,19877,14296,69,0.48,8,35521,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-08,Bentuk paket.mov_2023-10-30 11:24:49,284112,4439,34217,8303,64,0.77,6,47352,IDR
K | ABO | 23-10-2023 |scale up,Ad group6,2023-10-28,zym ads 80.mp4_2023-08-21 10:11:47,283789,2866,7748,36623,99,0.27,4,70947,IDR
K | ABO | 26-02-2024 | scale out,Ad group 20240226114653,2024-02-27,alf test alg 2.mp4_2024-02-26 11:50:07,283670,1891,6872,41278,150,0.36,6,47278,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-02-24,JANGAN BELI DISINI.mov_2023-12-30 10:28:50,283546,1761,6983,40604,161,0.40,3,94515,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-08,DENGAB 2x SEHARI.mov_2024-01-15 10:48:22,283530,3831,14554,19481,74,0.38,3,94510,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-04,Bentuk paket.mov_2023-10-30 11:24:49,282763,3366,11413,24774,84,0.34,4,70690,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-03-03,warisan alung.mp4_2023-12-30 10:28:50,281660,2166,9377,30036,130,0.43,1,281660,IDR
K | ABO | 20-02-2024 | scale out,ID/18-44/Games (by type)/Balanced,2024-02-23,JANGAN BELI DISINI.mov_2024-02-20 15:23:35,281503,2406,6644,42368,117,0.28,2,140751,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-12-26,zym nanda20.mov_2023-09-09 09:07:58,281324,1981,15198,18510,142,0.77,2,140662,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-03-27,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,280716,2986,11858,23673,94,0.40,4,70179,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-01,Bentuk paket.mov_2023-10-30 11:24:49,280618,3507,30847,9097,80,0.88,6,46769,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-07,zym nanda20.mov_2023-09-09 09:07:58,280218,2395,18066,15510,117,0.75,11,25474,IDR
K | ABO | 28-02-2024 | scale out,Ad group 20240328120433,2024-03-30,LP 26 MARET PROMO JABAR JATENG JATIM.mov_2024-03-28 12:05:14,279715,500,5596,49976,559,1.12,3,93238,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-09-17,zym nanda20.mov_2023-09-09 09:07:58,278885,3242,17061,16346,86,0.53,8,34860,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-26,zym ads 76.mp4_2023-08-22 15:47:24,278706,3619,21276,13099,77,0.59,7,39815,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-30,zym ads 76.mp4_2023-08-22 15:47:24,278590,3923,18177,15326,71,0.46,4,69647,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-09,zym nanda16.mov_2023-10-23 08:59:01,278409,2993,14476,19232,93,0.48,5,55681,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-11-09,zym ads 76.mp4_2023-08-22 15:47:24,278311,5060,17143,16234,55,0.34,3,92770,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-02-03,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,278206,2280,12873,21611,122,0.56,2,139103,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-16,Bentuk paket.mov_2023-10-30 11:24:49,278026,3232,17406,15973,86,0.54,2,139013,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-14,zym nanda20.mov_2023-09-09 09:07:58,277828,4274,22862,12152,65,0.53,7,39689,IDR
K | ABO | 07-02-2024 | testing,Ad group 20240207093125,2024-02-08,Samsung oppo.mov_2024-02-07 09:33:46,277269,688,6292,44061,403,0.91,7,39609,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-26,zym nanda20.mov_2023-09-09 09:07:58,277246,2918,17266,16057,95,0.59,7,39606,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-20,Kenapa ganti kemasan _.mov_2023-12-01 09:43:57,277092,3598,13845,20013,77,0.38,2,138546,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-03-05,LP JANGAN BELI DISINI VR1.mov_2024-02-16 11:35:56,277068,1325,4869,56901,209,0.37,1,277068,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-31,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,276844,4465,17444,15870,62,0.39,2,138422,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-05,2023-12-01 09:55:32,276073,3000,12793,21580,92,0.43,4,69018,IDR
K | ABO | 18-12-2023 | scale up,ad group urgent,2023-12-20,2023-12-18 10:32:31,275909,2531,12780,21589,109,0.50,3,91969,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-13,zym nanda20.mov_2023-09-09 09:07:58,275697,2871,20261,13607,96,0.71,9,30633,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-18,Bentuk paket.mov_2023-10-30 11:24:49,275679,4375,27526,10015,63,0.63,7,39382,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-12,zym nanda16.mov_2023-10-23 08:59:01,275359,3059,12395,22214,90,0.41,2,137679,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-10-10,zym ads 44.mp4_2023-08-01 08:50:56,274517,2801,13454,20403,98,0.48,5,54903,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-10-31,Bentuk paket.mov_2023-10-30 11:24:49,274319,4354,30496,8995,63,0.70,5,54863,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-02-25,LP JANGAN BELI DISINI VR1.mov_2024-02-16 11:35:56,274256,1758,7520,36470,156,0.43,3,91418,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-01-25,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,274168,3188,15408,17793,86,0.48,1,274168,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-01-30,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,274099,2265,13184,20789,121,0.58,2,137049,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125111515,2024-01-25,BENJOLAN TAHUNAN LEHER.mov_2024-01-25 11:16:20,273943,2302,7820,35030,119,0.34,0,0,IDR
K | ABO | 23-10-2023 |scale up,Ad group6,2023-10-31,zym ads 80.mp4_2023-08-21 10:11:47,273486,3851,9769,27994,71,0.25,1,273486,IDR
K | ABO | 26-02-2024 | scale out,Ad group 20240226114653,2024-02-26,LP JANGAN BELI DISINI VR1.mov_2024-02-26 11:50:07,273478,2819,9531,28693,97,0.34,2,136739,IDR
Konversi 17 Oct 23,ad group6,2023-10-19,SIAPA BILANG REV.mov_2023-10-17 08:35:33,273419,1847,13435,20351,148,0.73,4,68354,IDR
K | ABO | 06-02-2024 | testing,ID/18-44/Hotel & Accommodation/Balanced,2024-02-11,LP TAMBAH 1 BOTOL REV.mov_2024-02-06 09:18:29,273388,2789,9242,29579,98,0.33,0,0,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-19,Lp_ asli gak ya vr2.mov_2024-02-16 13:12:58,273051,3329,11051,24708,82,0.33,2,136525,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-22,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,272925,3369,17221,15848,81,0.51,2,136462,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-24,Lp_ asli gak ya vr2.mov_2024-02-16 13:12:58,272895,4625,11849,23031,59,0.26,4,68223,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-12-11,zym nanda2.mov_2023-08-22 15:47:24,272741,3542,25732,10599,77,0.73,3,90913,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-01-21,REMAKE BENDJOLAN LEHER VR 1.mov_2024-01-15 10:48:22,272481,1273,5888,46276,214,0.46,5,54496,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2024-01-16,zym nanda16.mov_2023-10-23 08:59:01,272462,3131,10183,26754,87,0.33,3,90820,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-11-04,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,272433,3891,13484,20203,70,0.35,1,272433,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-11-30,zym nanda2.mov_2023-08-22 15:47:24,272308,3166,17265,15772,86,0.55,1,272308,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-10-11,zym ads 44.mp4_2023-08-01 08:50:56,272249,2062,7992,34063,132,0.39,2,136124,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120103344,2024-01-26,LP KAYA ANAKKU REV 2.mov_2024-01-20 10:34:07,272158,4252,11767,23128,64,0.28,3,90719,IDR
#RAMADHAN ZYMUNO,K | ABO | 18-03-2024 | Ramadhan,2024-03-29,LP 15 MARET USTAD HAIT B3NDJOLAN.mov,272099,2667,19778,13757,102,0.74,4,68024,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-12-10,zym nanda2.mov_2023-08-22 15:47:24,272049,3726,26196,10385,73,0.70,8,34006,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-28,zym nanda20.mov_2023-09-09 09:07:58,271503,3620,16898,16067,75,0.47,9,30167,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-11-17,BARU KETAHUAN.mov_2023-11-14 14:14:32,271451,1885,6830,39742,144,0.36,3,90483,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2024-01-06,zym nanda20.mov_2023-09-09 09:07:58,271409,2319,14685,18481,117,0.63,4,67852,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2024-01-04,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,271391,2536,16957,16004,107,0.67,4,67847,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-01-27,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,271278,3665,16635,16307,74,0.45,6,45213,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-02-22,JANGAN BELI DISINI.mov_2023-12-30 10:28:50,271152,1950,8579,31605,139,0.44,7,38736,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-05,Bentuk paket.mov_2023-10-30 11:24:49,270925,3815,20179,13426,71,0.53,1,270925,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-19,zym ads 76.mp4_2023-08-22 15:47:24,270779,3813,29506,9177,71,0.77,8,33847,IDR
K | ABO | 23-10-2023 |scale up,Ad group6,2023-10-26,zym ads 80.mp4_2023-08-21 10:11:47,270428,4160,9659,27995,65,0.23,2,135214,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-27,Lp_ asli gak ya vr2.mov_2024-02-16 13:12:58,270406,2677,6803,39743,101,0.25,2,135203,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-11-05,zym ads 76.mp4_2023-08-22 15:47:24,270296,2786,12810,21100,97,0.46,4,67574,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-12-28,zym nanda20.mov_2023-09-09 09:07:58,269784,1328,12088,22318,203,0.91,5,53956,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,2024-03-13,LP_6 MAR_ RAMADHAN BENDJOLAN.mov_2024-03-08 13:59:54,269518,1065,4904,54952,253,0.46,1,269518,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-28,Lp_ asli gak ya vr2.mov_2024-02-16 13:12:58,269438,2427,7208,37376,111,0.30,2,134719,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-01,DENGAB 2x SEHARI.mov_2024-01-15 10:48:22,269416,3904,22212,12129,69,0.57,4,67354,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-22,Kenapa ganti kemasan _.mov_2023-12-01 09:43:57,269233,3739,16342,16474,72,0.44,1,269233,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-01-26,REMAKE BENDJOLAN LEHER VR 1.mov_2024-01-15 10:48:22,268825,3162,8106,33161,85,0.26,1,268825,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-04,DENGAB 2x SEHARI.mov_2024-01-15 10:48:22,268819,3953,18321,14672,68,0.46,4,67204,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2024-01-05,HATI-HATI ABAIKAN REMAKE.mov_2023-12-30 11:13:54,268752,2584,9222,29141,104,0.36,0,0,IDR
K | ABO | 25-03-2024 | scale out,Ad group 20240325094521,2024-03-27,LP 23 MARET USTAD WOTA BENJOLAN .mov_2024-03-25 09:46:30,268732,8957,16796,15999,30,0.19,1,268732,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-11-06,zym ads 76.mp4_2023-08-22 15:47:24,267927,3307,13725,19520,81,0.41,5,53585,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-10-14,zym ads 76.mp4_2023-08-22 15:47:24,267821,3009,14763,18141,89,0.49,5,53564,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-11-08,zym ads 76.mp4_2023-08-22 15:47:24,267658,4117,15854,16882,65,0.39,3,89219,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-10,zym pydr.mp4_2023-10-23 08:59:01,267347,1581,7792,34307,169,0.49,3,89115,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-08,zym nanda20.mov_2023-09-09 09:07:58,266698,2402,18659,14293,111,0.78,9,29633,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-02-28,warisan alung.mp4_2023-12-30 10:28:50,266644,1975,12863,20729,135,0.65,3,88881,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 20-01-2023 | scale out,2024-03-21,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:30:19,266611,3863,8917,29896,69,0.23,1,266611,IDR
#ISU STICH ZYMUNO,K | ABO | 07-03-2024 | testing,2024-03-19,Lp_5 MAR_ HANYA 140 RB SOLUSI BENJOLAN.mov,266520,3461,11403,23371,77,0.33,5,53304,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-02-28,warisan alung.mp4_2023-12-30 10:28:50,266367,2637,14479,18396,101,0.55,3,88789,IDR
K | ABO | 26-02-2024 | scale out,Ad group 20240226114653,2024-02-29,alf test alg 2.mp4_2024-02-26 11:50:07,266306,1372,5068,52540,194,0.37,1,266306,IDR
K | ABO | 27-02-2024 | tasting,ID/18-44/Balanced,2024-03-01,lp_17 feb_promo benjol.mov_2024-02-26 20:49:36,266065,2078,5357,49658,128,0.26,2,133032,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-10-08,zym ads 44.mp4_2023-08-01 08:50:56,266020,1477,9552,27848,180,0.65,8,33252,IDR
#ISU STICH ZYMUNO,K | ABO | 07-03-2024 | testing,2024-03-22,Lp_5 MAR_ HANYA 140 RB SOLUSI BENJOLAN.mov,265643,6177,22548,11781,43,0.36,5,53128,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-10-16,zym nanda20.mov_2023-09-09 09:07:58,265438,3587,24183,10976,74,0.67,8,33179,IDR
K | ABO | 28-02-2024 | scale out,Ad group 20240328120433,2024-03-29,LP 26 MARET PROMO JABAR JATENG JATIM.mov_2024-03-28 12:05:14,264242,447,5718,46205,590,1.28,3,88080,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-24,zym nanda16.mov_2023-10-23 08:59:01,263709,3177,25762,10236,83,0.81,2,131854,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-29,zym nanda16.mov_2023-10-23 08:59:01,263636,2292,16382,16093,115,0.71,2,131818,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-12-22,zym nanda16.mov_2023-10-23 08:59:01,263123,3705,18970,13870,71,0.51,2,131561,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-02-19,LP JANGAN BELI DISINI VR1.mov_2024-02-16 11:35:56,262816,2411,10401,25266,109,0.43,6,43802,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-03-01,warisan alung.mp4_2023-12-30 10:28:50,262440,1822,8469,30986,144,0.46,6,43740,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-23,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,262347,3747,23359,11231,70,0.62,6,43724,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-12-07,zym ads 76.mp4_2023-08-22 15:47:24,262071,3691,15993,16386,71,0.43,4,65517,IDR
